date, pm25, pm10, o3, no2, so2, co
2023/4/2, 13, 8, 16, 2, , 
2023/4/3, 9, 8, 15, 5, 1, 
2023/4/4, 10, 11, 20, 7, 1, 
2023/4/5, 16, 9, 19, 9, 1, 
2023/4/6, 11, 11, 16, 8, 1, 
2023/4/7, 16, 8, 20, 5, 1, 
2023/4/8, 22, 5, 20, , , 
2023/4/9, 12, 7, 18, 1, , 
2023/4/10, 34, 7, 18, 1, , 
2023/4/11, 25, 7, 16, , , 
2023/4/12, 7, , , , , 
2023/1/3, 19, 17, 31, 1, 1, 
2023/1/4, 24, 10, 12, , 1, 
2023/1/5, 12, 9, 13, , , 
2023/1/6, 10, 7, 12, , , 
2023/1/7, 12, 9, 14, , , 
2023/1/8, 12, 12, 18, 2, 1, 
2023/1/9, 15, 13, 29, 3, 1, 
2023/1/10, 18, 11, 17, 5, 1, 
2023/1/11, 10, 13, 21, 2, , 
2023/1/12, 18, 15, 28, 1, 1, 
2023/1/13, 21, 13, 30, 1, 1, 
2023/1/14, 13, 11, 20, 2, 1, 
2023/1/15, 12, 15, 31, 2, 5, 
2023/1/16, 16, 7, 15, 1, 1, 
2023/1/17, 6, 10, 27, 2, 1, 
2023/1/18, 21, 14, 27, 1, 1, 
2023/1/19, 18, 9, 11, , , 
2023/1/20, 14, 14, , 2, 1, 
2023/1/21, 14, 9, 15, 2, 1, 
2023/1/22, 8, 8, 11, 1, 1, 
2023/1/23, 9, 8, 13, 4, 1, 
2023/1/24, 18, 11, 30, 3, 1, 
2023/1/25, 23, 15, 33, 6, 1, 
2023/1/26, 26, 16, 34, 4, 1, 
2023/1/27, 27, 10, 18, 1, , 
2023/1/28, 18, 17, 41, 4, 1, 
2023/1/29, 27, 19, 29, 3, 1, 
2023/1/30, 30, 10, 23, 2, , 
2023/1/31, 19, 7, 19, 1, 1, 
2023/2/1, 10, 9, 22, 2, , 
2023/2/2, 15, 13, 33, 1, 1, 
2023/2/3, 19, 19, 18, 1, , 
2023/2/4, 16, 22, 16, 1, 1, 
2023/2/5, 15, 18, 20, 1, , 
2023/2/6, 16, 19, 33, 1, 1, 
2023/2/7, 19, 16, 22, 3, , 
2023/2/8, 20, , 15, 3, 1, 
2023/2/9, 12, 10, 16, 2, 1, 
2023/2/10, 11, 12, 31, 5, 1, 
2023/2/11, 21, 21, 46, 10, 1, 
2023/2/12, 39, 23, 26, 1, , 
2023/2/13, 27, 15, 16, 1, , 
2023/2/14, 20, 6, 13, 1, 1, 
2023/2/15, 11, 9, 23, 4, 1, 
2023/2/16, 14, 14, 42, 6, 1, 
2023/2/17, 19, 16, 53, 7, 2, 
2023/2/18, 26, 22, 49, 5, 2, 
2023/2/19, 29, 19, 21, 1, , 
2023/2/20, 26, 21, 52, 4, 1, 
2023/2/23, 20, 13, 15, 4, 1, 
2023/2/24, 25, 11, 19, , , 
2023/2/25, 15, 9, 21, 4, 1, 
2023/2/26, 16, 14, 29, , , 
2023/2/27, 18, 17, 22, 4, , 
2023/2/28, 23, 14, 27, 4, 1, 
2023/3/1, 19, 16, 22, 3, 1, 
2023/3/2, 20, 11, 23, 4, 1, 
2023/3/3, 17, 9, 14, 3, 6, 
2023/3/4, 13, 11, 16, 3, 1, 
2023/3/5, 13, 11, 26, 3, 1, 
2023/3/6, 12, 17, 28, 7, 1, 
2023/3/7, 20, 14, 25, 15, 3, 
2023/3/8, 14, 21, 19, 2, 2, 
2023/3/9, 18, 17, 21, 8, 1, 
2023/3/10, 19, 19, 34, 7, 1, 
2023/3/11, 27, 19, 43, 6, 1, 
2023/3/12, 25, 15, 23, 1, 1, 
2023/3/13, 24, 9, 17, 3, , 
2023/3/14, 15, 9, 18, 6, 1, 
2023/3/15, 14, 11, 26, 8, 1, 
2023/3/16, 20, 16, 29, 12, 1, 
2023/3/17, 30, 24, 19, 4, , 
2023/3/18, 32, 24, 37, 3, 1, 
2023/3/19, 32, 23, 42, 7, 1, 
2023/3/20, 36, 14, 14, 2, , 
2023/3/21, 23, 11, 16, 3, , 
2023/3/22, 18, 11, 14, 5, 1, 
2023/3/23, 13, 8, 15, 6, 51, 
2023/3/24, 18, 9, 22, 5, , 
2023/3/25, 13, 7, 17, 3, , 
2023/3/26, 11, 10, 20, 4, , 
2023/3/27, 12, 11, 20, 3, , 
2023/3/28, 17, 9, 18, 2, , 
2023/3/29, 13, 7, 26, 4, , 
2023/3/30, 15, 5, 17, 1, , 
2023/3/31, 40, 7, 17, , , 
2023/4/1, 12, 9, 15, 3, , 
2022/10/2, 11, 7, 22, 3, 1, 
2022/10/3, 20, 7, 27, 7, 1, 
2022/10/4, 17, 11, 26, 10, 1, 
2022/10/5, 19, 9, 22, 1, 1, 
2022/10/6, 23, 7, 21, 1, 1, 
2022/10/7, 23, 8, 15, 1, 1, 
2022/10/8, 17, 5, 21, 2, 1, 
2022/10/9, 13, 6, 22, 6, 1, 
2022/10/10, 14, 10, 22, 3, 1, 
2022/10/11, 13, 10, 22, 4, 1, 
2022/10/12, 22, 10, 20, 5, 1, 
2022/10/13, 15, 11, 23, 3, 1, 
2022/10/14, 8, 9, 21, 2, 2, 
2022/10/15, 9, 10, 21, 8, , 
2022/10/16, 14, 9, 23, 5, 1, 
2022/10/17, 15, 10, 21, 1, , 
2022/10/18, 14, 11, 22, 4, , 
2022/10/19, 13, 11, 30, 4, 1, 
2022/10/20, 18, 9, 21, 4, , 
2022/10/21, 15, 8, 20, 1, 2, 
2022/10/22, 13, 10, 30, 1, 1, 
2022/10/23, 18, 6, 23, 1, 1, 
2022/10/24, 9, 6, 19, 2, , 
2022/10/25, 8, 6, 21, 6, , 
2022/10/26, 11, 4, 22, 1, , 
2022/10/27, 9, 5, 23, , , 
2022/10/28, 6, 9, 21, , , 
2022/10/29, 8, 7, 21, , , 
2022/10/30, 6, 8, 23, 4, , 
2022/10/31, 12, 10, 25, 6, 1, 
2022/11/1, 19, 4, 22, , , 
2022/11/2, 7, 6, 18, , 1, 
2022/11/3, 14, 9, 16, 1, 1, 
2022/11/4, 13, 10, 20, 4, 1, 
2022/11/5, 13, 11, 26, 3, 1, 
2022/11/6, 16, 10, 27, 3, 1, 
2022/11/7, 17, 11, 25, 5, 1, 
2022/11/8, 17, 9, 24, 6, , 
2022/11/9, 12, 9, 27, 6, 1, 
2022/11/10, 12, 9, 29, 5, 1, 
2022/11/11, 14, 13, 26, 7, 2, 
2022/11/12, 20, 11, 29, 4, 1, 
2022/11/13, 19, 14, 34, 1, 1, 
2022/11/14, 30, 4, 27, 1, 1, 
2022/11/15, 8, 6, 18, , , 
2022/11/16, 11, 7, 18, 7, , 
2022/11/17, 14, 8, 19, 5, , 
2022/11/18, 16, 9, 16, 2, , 
2022/11/19, 8, 14, 30, 2, 5, 
2022/11/20, 18, 10, 20, 2, 1, 
2022/11/21, 13, 11, 19, , , 
2022/11/22, 13, 7, 15, , , 
2022/11/23, 12, 8, 13, 7, , 
2022/11/24, 7, 11, 23, 4, 1, 
2022/11/25, 13, 10, 23, 1, , 
2022/11/26, 16, 10, 24, 1, , 
2022/11/27, 11, 15, 20, 3, 1, 
2022/11/28, 19, 13, 20, 2, 1, 
2022/11/29, 15, 12, 19, 1, , 
2022/11/30, 13, 16, 19, 2, 1, 
2022/12/1, 16, 14, 20, 7, , 
2022/12/2, 17, 11, 16, 6, , 
2022/12/3, 15, 10, 22, 4, 1, 
2022/12/4, 14, 11, 29, 2, 1, 
2022/12/5, 19, 15, 28, 4, 1, 
2022/12/6, 21, 11, 20, 3, , 
2022/12/7, 16, 10, 25, 1, , 
2022/12/8, 10, 12, 20, 8, , 
2022/12/9, 15, 15, 19, 8, 1, 
2022/12/10, 20, 13, 19, 1, , 
2022/12/11, 7, 17, 32, 1, 1, 
2022/12/13, 13, 10, 19, 1, , 
2022/12/14, 11, 12, 16, 1, , 
2022/12/15, 14, 10, 15, , , 
2022/12/16, 10, 11, 16, 2, 1, 
2022/12/17, 8, 10, 14, 1, , 
2022/12/18, 10, 7, 15, 1, , 
